Cifras absolutas y relativas;Sexo;Edad;Tipo de bebidas consumidas;Frecuencia de consumo;Total
CIFRAS RELATIVAS;Ambos sexos;De 75 y más años;Cañas de cerveza ( con alcohol), sidra;De 1 a 3 días a la semana;8,28
CIFRAS RELATIVAS;Ambos sexos;De 75 y más años;Cañas de cerveza ( con alcohol), sidra;Menos de 1 día a la semana y al menos 1 día al mes;5,17
CIFRAS RELATIVAS;Ambos sexos;De 75 y más años;Cañas de cerveza ( con alcohol), sidra;Menos de 1 día al mes;19,58
CIFRAS RELATIVAS;Ambos sexos;De 75 y más años;Cañas de cerveza ( con alcohol), sidra;No ha consumido este tipo de bebida;59,44
CIFRAS RELATIVAS;Varones;Total;Copas de vino, champagne o cava;Total;100,00
CIFRAS RELATIVAS;Varones;Total;Copas de vino, champagne o cava;Cuatro o más días a la semana;34,28
CIFRAS RELATIVAS;Varones;Total;Copas de vino, champagne o cava;De 1 a 3 días a la semana;16,99
CIFRAS RELATIVAS;Varones;Total;Copas de vino, champagne o cava;Menos de 1 día a la semana y al menos 1 día al mes;5,44
CIFRAS RELATIVAS;Varones;Total;Copas de vino, champagne o cava;Menos de 1 día al mes;18,07
CIFRAS RELATIVAS;Varones;Total;Copas de vino, champagne o cava;No ha consumido este tipo de bebida;25,23
CIFRAS RELATIVAS;Varones;Total;Cañas de cerveza ( con alcohol), sidra;Total;100,00
CIFRAS RELATIVAS;Varones;Total;Cañas de cerveza ( con alcohol), sidra;Cuatro o más días a la semana;22,00
CIFRAS RELATIVAS;Varones;Total;Cañas de cerveza ( con alcohol), sidra;De 1 a 3 días a la semana;33,03
CIFRAS RELATIVAS;Varones;Total;Cañas de cerveza ( con alcohol), sidra;Menos de 1 día a la semana y al menos 1 día al mes;6,86
CIFRAS RELATIVAS;Varones;Total;Cañas de cerveza ( con alcohol), sidra;Menos de 1 día al mes;14,41
CIFRAS RELATIVAS;Varones;Total;Cañas de cerveza ( con alcohol), sidra;No ha consumido este tipo de bebida;23,71
CIFRAS RELATIVAS;Varones;De 16 a 24 años;Copas de vino, champagne o cava;Total;100,00
CIFRAS RELATIVAS;Varones;De 16 a 24 años;Copas de vino, champagne o cava;Cuatro o más días a la semana;3,10
CIFRAS RELATIVAS;Varones;De 16 a 24 años;Copas de vino, champagne o cava;De 1 a 3 días a la semana;14,65
CIFRAS RELATIVAS;Varones;De 16 a 24 años;Copas de vino, champagne o cava;Menos de 1 día a la semana y al menos 1 día al mes;5,51
CIFRAS RELATIVAS;Varones;De 16 a 24 años;Copas de vino, champagne o cava;Menos de 1 día al mes;33,42
CIFRAS RELATIVAS;Varones;De 16 a 24 años;Copas de vino, champagne o cava;No ha consumido este tipo de bebida;43,32
CIFRAS RELATIVAS;Varones;De 16 a 24 años;Cañas de cerveza ( con alcohol), sidra;Total;100,00
CIFRAS RELATIVAS;Varones;De 16 a 24 años;Cañas de cerveza ( con alcohol), sidra;Cuatro o más días a la semana;12,30
CIFRAS RELATIVAS;Varones;De 16 a 24 años;Cañas de cerveza ( con alcohol), sidra;De 1 a 3 días a la semana;50,42
CIFRAS RELATIVAS;Varones;De 16 a 24 años;Cañas de cerveza ( con alcohol), sidra;Menos de 1 día a la semana y al menos 1 día al mes;8,81
CIFRAS RELATIVAS;Varones;De 16 a 24 años;Cañas de cerveza ( con alcohol), sidra;Menos de 1 día al mes;20,00
CIFRAS RELATIVAS;Varones;De 16 a 24 años;Cañas de cerveza ( con alcohol), sidra;No ha consumido este tipo de bebida;8,47
CIFRAS RELATIVAS;Varones;De 25 a 34 años;Copas de vino, champagne o cava;Total;100,00
CIFRAS RELATIVAS;Varones;De 25 a 34 años;Copas de vino, champagne o cava;Cuatro o más días a la semana;12,41
CIFRAS RELATIVAS;Varones;De 25 a 34 años;Copas de vino, champagne o cava;De 1 a 3 días a la semana;16,91
CIFRAS RELATIVAS;Varones;De 25 a 34 años;Copas de vino, champagne o cava;Menos de 1 día a la semana y al menos 1 día al mes;6,52
CIFRAS RELATIVAS;Varones;De 25 a 34 años;Copas de vino, champagne o cava;Menos de 1 día al mes;25,19
CIFRAS RELATIVAS;Varones;De 25 a 34 años;Copas de vino, champagne o cava;No ha consumido este tipo de bebida;38,98
CIFRAS RELATIVAS;Varones;De 25 a 34 años;Cañas de cerveza ( con alcohol), sidra;Total;100,00
CIFRAS RELATIVAS;Varones;De 25 a 34 años;Cañas de cerveza ( con alcohol), sidra;Cuatro o más días a la semana;19,81
CIFRAS RELATIVAS;Varones;De 25 a 34 años;Cañas de cerveza ( con alcohol), sidra;De 1 a 3 días a la semana;44,45
CIFRAS RELATIVAS;Varones;De 25 a 34 años;Cañas de cerveza ( con alcohol), sidra;Menos de 1 día a la semana y al menos 1 día al mes;9,77
CIFRAS RELATIVAS;Varones;De 25 a 34 años;Cañas de cerveza ( con alcohol), sidra;Menos de 1 día al mes;13,61
CIFRAS RELATIVAS;Varones;De 25 a 34 años;Cañas de cerveza ( con alcohol), sidra;No ha consumido este tipo de bebida;12,36
CIFRAS RELATIVAS;Varones;De 35 a 44 años;Copas de vino, champagne o cava;Total;100,00
CIFRAS RELATIVAS;Varones;De 35 a 44 años;Copas de vino, champagne o cava;Cuatro o más días a la semana;26,46
CIFRAS RELATIVAS;Varones;De 35 a 44 años;Copas de vino, champagne o cava;De 1 a 3 días a la semana;21,57
CIFRAS RELATIVAS;Varones;De 35 a 44 años;Copas de vino, champagne o cava;Menos de 1 día a la semana y al menos 1 día al mes;6,15
CIFRAS RELATIVAS;Varones;De 35 a 44 años;Copas de vino, champagne o cava;Menos de 1 día al mes;17,23
CIFRAS RELATIVAS;Varones;De 35 a 44 años;Copas de vino, champagne o cava;No ha consumido este tipo de bebida;28,59
CIFRAS RELATIVAS;Varones;De 35 a 44 años;Cañas de cerveza ( con alcohol), sidra;Total;100,00
CIFRAS RELATIVAS;Varones;De 35 a 44 años;Cañas de cerveza ( con alcohol), sidra;Cuatro o más días a la semana;29,97
CIFRAS RELATIVAS;Varones;De 35 a 44 años;Cañas de cerveza ( con alcohol), sidra;De 1 a 3 días a la semana;36,55
CIFRAS RELATIVAS;Varones;De 35 a 44 años;Cañas de cerveza ( con alcohol), sidra;Menos de 1 día a la semana y al menos 1 día al mes;6,74
CIFRAS RELATIVAS;Varones;De 35 a 44 años;Cañas de cerveza ( con alcohol), sidra;Menos de 1 día al mes;11,94
CIFRAS RELATIVAS;Varones;De 35 a 44 años;Cañas de cerveza ( con alcohol), sidra;No ha consumido este tipo de bebida;14,81
CIFRAS RELATIVAS;Varones;De 45 a 54 años;Copas de vino, champagne o cava;Total;100,00
CIFRAS RELATIVAS;Varones;De 45 a 54 años;Copas de vino, champagne o cava;Cuatro o más días a la semana;42,81
CIFRAS RELATIVAS;Varones;De 45 a 54 años;Copas de vino, champagne o cava;De 1 a 3 días a la semana;16,57
CIFRAS RELATIVAS;Varones;De 45 a 54 años;Copas de vino, champagne o cava;Menos de 1 día a la semana y al menos 1 día al mes;6,28
CIFRAS RELATIVAS;Varones;De 45 a 54 años;Copas de vino, champagne o cava;Menos de 1 día al mes;12,83
CIFRAS RELATIVAS;Varones;De 45 a 54 años;Copas de vino, champagne o cava;No ha consumido este tipo de bebida;21,52
CIFRAS RELATIVAS;Varones;De 45 a 54 años;Cañas de cerveza ( con alcohol), sidra;Total;100,00
CIFRAS RELATIVAS;Varones;De 45 a 54 años;Cañas de cerveza ( con alcohol), sidra;Cuatro o más días a la semana;28,14
CIFRAS RELATIVAS;Varones;De 45 a 54 años;Cañas de cerveza ( con alcohol), sidra;De 1 a 3 días a la semana;28,76
CIFRAS RELATIVAS;Varones;De 45 a 54 años;Cañas de cerveza ( con alcohol), sidra;Menos de 1 día a la semana y al menos 1 día al mes;5,77
CIFRAS RELATIVAS;Varones;De 45 a 54 años;Cañas de cerveza ( con alcohol), sidra;Menos de 1 día al mes;12,16
CIFRAS RELATIVAS;Varones;De 45 a 54 años;Cañas de cerveza ( con alcohol), sidra;No ha consumido este tipo de bebida;25,16
CIFRAS RELATIVAS;Varones;De 55 a 64 años;Copas de vino, champagne o cava;Total;100,00
CIFRAS RELATIVAS;Varones;De 55 a 64 años;Copas de vino, champagne o cava;Cuatro o más días a la semana;56,29
CIFRAS RELATIVAS;Varones;De 55 a 64 años;Copas de vino, champagne o cava;De 1 a 3 días a la semana;18,20
CIFRAS RELATIVAS;Varones;De 55 a 64 años;Copas de vino, champagne o cava;Menos de 1 día a la semana y al menos 1 día al mes;4,69
CIFRAS RELATIVAS;Varones;De 55 a 64 años;Copas de vino, champagne o cava;Menos de 1 día al mes;9,98
CIFRAS RELATIVAS;Varones;De 55 a 64 años;Copas de vino, champagne o cava;No ha consumido este tipo de bebida;10,83
CIFRAS RELATIVAS;Varones;De 55 a 64 años;Cañas de cerveza ( con alcohol), sidra;Total;100,00
CIFRAS RELATIVAS;Varones;De 55 a 64 años;Cañas de cerveza ( con alcohol), sidra;Cuatro o más días a la semana;21,93
CIFRAS RELATIVAS;Varones;De 55 a 64 años;Cañas de cerveza ( con alcohol), sidra;De 1 a 3 días a la semana;23,76
CIFRAS RELATIVAS;Varones;De 55 a 64 años;Cañas de cerveza ( con alcohol), sidra;Menos de 1 día a la semana y al menos 1 día al mes;4,72
CIFRAS RELATIVAS;Varones;De 55 a 64 años;Cañas de cerveza ( con alcohol), sidra;Menos de 1 día al mes;14,39
CIFRAS RELATIVAS;Varones;De 55 a 64 años;Cañas de cerveza ( con alcohol), sidra;No ha consumido este tipo de bebida;35,20
CIFRAS RELATIVAS;Varones;De 65 a 74 años;Copas de vino, champagne o cava;Total;100,00
CIFRAS RELATIVAS;Varones;De 65 a 74 años;Copas de vino, champagne o cava;Cuatro o más días a la semana;65,48
CIFRAS RELATIVAS;Varones;De 65 a 74 años;Copas de vino, champagne o cava;De 1 a 3 días a la semana;12,98
CIFRAS RELATIVAS;Varones;De 65 a 74 años;Copas de vino, champagne o cava;Menos de 1 día a la semana y al menos 1 día al mes;2,17
CIFRAS RELATIVAS;Varones;De 65 a 74 años;Copas de vino, champagne o cava;Menos de 1 día al mes;12,38
CIFRAS RELATIVAS;Varones;De 65 a 74 años;Copas de vino, champagne o cava;No ha consumido este tipo de bebida;6,99
CIFRAS RELATIVAS;Varones;De 65 a 74 años;Cañas de cerveza ( con alcohol), sidra;Total;100,00
CIFRAS RELATIVAS;Varones;De 65 a 74 años;Cañas de cerveza ( con alcohol), sidra;Cuatro o más días a la semana;16,93
CIFRAS RELATIVAS;Varones;De 65 a 74 años;Cañas de cerveza ( con alcohol), sidra;De 1 a 3 días a la semana;16,63
CIFRAS RELATIVAS;Varones;De 65 a 74 años;Cañas de cerveza ( con alcohol), sidra;Menos de 1 día a la semana y al menos 1 día al mes;5,00
CIFRAS RELATIVAS;Varones;De 65 a 74 años;Cañas de cerveza ( con alcohol), sidra;Menos de 1 día al mes;16,34
CIFRAS RELATIVAS;Varones;De 65 a 74 años;Cañas de cerveza ( con alcohol), sidra;No ha consumido este tipo de bebida;45,10
CIFRAS RELATIVAS;Varones;De 75 y más años;Copas de vino, champagne o cava;Total;100,00
CIFRAS RELATIVAS;Varones;De 75 y más años;Copas de vino, champagne o cava;Cuatro o más días a la semana;68,30
CIFRAS RELATIVAS;Varones;De 75 y más años;Copas de vino, champagne o cava;De 1 a 3 días a la semana;10,24
CIFRAS RELATIVAS;Varones;De 75 y más años;Copas de vino, champagne o cava;Menos de 1 día a la semana y al menos 1 día al mes;3,76
CIFRAS RELATIVAS;Varones;De 75 y más años;Copas de vino, champagne o cava;Menos de 1 día al mes;11,45
CIFRAS RELATIVAS;Varones;De 75 y más años;Copas de vino, champagne o cava;No ha consumido este tipo de bebida;6,25
CIFRAS RELATIVAS;Varones;De 75 y más años;Cañas de cerveza ( con alcohol), sidra;Total;100,00
CIFRAS RELATIVAS;Varones;De 75 y más años;Cañas de cerveza ( con alcohol), sidra;Cuatro o más días a la semana;8,98
CIFRAS RELATIVAS;Varones;De 75 y más años;Cañas de cerveza ( con alcohol), sidra;De 1 a 3 días a la semana;9,85
CIFRAS RELATIVAS;Varones;De 75 y más años;Cañas de cerveza ( con alcohol), sidra;Menos de 1 día a la semana y al menos 1 día al mes;4,74
CIFRAS RELATIVAS;Varones;De 75 y más años;Cañas de cerveza ( con alcohol), sidra;Menos de 1 día al mes;19,36
CIFRAS RELATIVAS;Varones;De 75 y más años;Cañas de cerveza ( con alcohol), sidra;No ha consumido este tipo de bebida;57,06
CIFRAS RELATIVAS;Mujeres;Total;Copas de vino, champagne o cava;Total;100,00
CIFRAS RELATIVAS;Mujeres;Total;Copas de vino, champagne o cava;Cuatro o más días a la semana;18,36
CIFRAS RELATIVAS;Mujeres;Total;Copas de vino, champagne o cava;De 1 a 3 días a la semana;20,17
CIFRAS RELATIVAS;Mujeres;Total;Copas de vino, champagne o cava;Menos de 1 día a la semana y al menos 1 día al mes;8,81
CIFRAS RELATIVAS;Mujeres;Total;Copas de vino, champagne o cava;Menos de 1 día al mes;29,24
CIFRAS RELATIVAS;Mujeres;Total;Copas de vino, champagne o cava;No ha consumido este tipo de bebida;23,43
CIFRAS RELATIVAS;Mujeres;Total;Cañas de cerveza ( con alcohol), sidra;Total;100,00
CIFRAS RELATIVAS;Mujeres;Total;Cañas de cerveza ( con alcohol), sidra;Cuatro o más días a la semana;7,59
CIFRAS RELATIVAS;Mujeres;Total;Cañas de cerveza ( con alcohol), sidra;De 1 a 3 días a la semana;27,88
CIFRAS RELATIVAS;Mujeres;Total;Cañas de cerveza ( con alcohol), sidra;Menos de 1 día a la semana y al menos 1 día al mes;8,40
CIFRAS RELATIVAS;Mujeres;Total;Cañas de cerveza ( con alcohol), sidra;Menos de 1 día al mes;22,69
CIFRAS RELATIVAS;Mujeres;Total;Cañas de cerveza ( con alcohol), sidra;No ha consumido este tipo de bebida;33,45
CIFRAS RELATIVAS;Mujeres;De 16 a 24 años;Copas de vino, champagne o cava;Total;100,00
CIFRAS RELATIVAS;Mujeres;De 16 a 24 años;Copas de vino, champagne o cava;Cuatro o más días a la semana;0,64
CIFRAS RELATIVAS;Mujeres;De 16 a 24 años;Copas de vino, champagne o cava;De 1 a 3 días a la semana;15,61
CIFRAS RELATIVAS;Mujeres;De 16 a 24 años;Copas de vino, champagne o cava;Menos de 1 día a la semana y al menos 1 día al mes;7,44
CIFRAS RELATIVAS;Mujeres;De 16 a 24 años;Copas de vino, champagne o cava;Menos de 1 día al mes;36,62
CIFRAS RELATIVAS;Mujeres;De 16 a 24 años;Copas de vino, champagne o cava;No ha consumido este tipo de bebida;39,69
CIFRAS RELATIVAS;Mujeres;De 16 a 24 años;Cañas de cerveza ( con alcohol), sidra;Total;100,00
CIFRAS RELATIVAS;Mujeres;De 16 a 24 años;Cañas de cerveza ( con alcohol), sidra;Cuatro o más días a la semana;2,93
CIFRAS RELATIVAS;Mujeres;De 16 a 24 años;Cañas de cerveza ( con alcohol), sidra;De 1 a 3 días a la semana;41,55
CIFRAS RELATIVAS;Mujeres;De 16 a 24 años;Cañas de cerveza ( con alcohol), sidra;Menos de 1 día a la semana y al menos 1 día al mes;12,24
CIFRAS RELATIVAS;Mujeres;De 16 a 24 años;Cañas de cerveza ( con alcohol), sidra;Menos de 1 día al mes;23,17
CIFRAS RELATIVAS;Mujeres;De 16 a 24 años;Cañas de cerveza ( con alcohol), sidra;No ha consumido este tipo de bebida;20,11
CIFRAS RELATIVAS;Mujeres;De 25 a 34 años;Copas de vino, champagne o cava;Total;100,00
CIFRAS RELATIVAS;Mujeres;De 25 a 34 años;Copas de vino, champagne o cava;Cuatro o más días a la semana;5,22
CIFRAS RELATIVAS;Mujeres;De 25 a 34 años;Copas de vino, champagne o cava;De 1 a 3 días a la semana;21,21
CIFRAS RELATIVAS;Mujeres;De 25 a 34 años;Copas de vino, champagne o cava;Menos de 1 día a la semana y al menos 1 día al mes;10,43
CIFRAS RELATIVAS;Mujeres;De 25 a 34 años;Copas de vino, champagne o cava;Menos de 1 día al mes;29,29
CIFRAS RELATIVAS;Mujeres;De 25 a 34 años;Copas de vino, champagne o cava;No ha consumido este tipo de bebida;33,84
CIFRAS RELATIVAS;Mujeres;De 25 a 34 años;Cañas de cerveza ( con alcohol), sidra;Total;100,00
CIFRAS RELATIVAS;Mujeres;De 25 a 34 años;Cañas de cerveza ( con alcohol), sidra;Cuatro o más días a la semana;6,02
CIFRAS RELATIVAS;Mujeres;De 25 a 34 años;Cañas de cerveza ( con alcohol), sidra;De 1 a 3 días a la semana;35,80
CIFRAS RELATIVAS;Mujeres;De 25 a 34 años;Cañas de cerveza ( con alcohol), sidra;Menos de 1 día a la semana y al menos 1 día al mes;10,67
CIFRAS RELATIVAS;Mujeres;De 25 a 34 años;Cañas de cerveza ( con alcohol), sidra;Menos de 1 día al mes;24,02
CIFRAS RELATIVAS;Mujeres;De 25 a 34 años;Cañas de cerveza ( con alcohol), sidra;No ha consumido este tipo de bebida;23,50
CIFRAS RELATIVAS;Mujeres;De 35 a 44 años;Copas de vino, champagne o cava;Total;100,00
CIFRAS RELATIVAS;Mujeres;De 35 a 44 años;Copas de vino, champagne o cava;Cuatro o más días a la semana;13,63
CIFRAS RELATIVAS;Mujeres;De 35 a 44 años;Copas de vino, champagne o cava;De 1 a 3 días a la semana;24,54
CIFRAS RELATIVAS;Mujeres;De 35 a 44 años;Copas de vino, champagne o cava;Menos de 1 día a la semana y al menos 1 día al mes;11,27
CIFRAS RELATIVAS;Mujeres;De 35 a 44 años;Copas de vino, champagne o cava;Menos de 1 día al mes;29,09
CIFRAS RELATIVAS;Mujeres;De 35 a 44 años;Copas de vino, champagne o cava;No ha consumido este tipo de bebida;21,47
CIFRAS RELATIVAS;Mujeres;De 35 a 44 años;Cañas de cerveza ( con alcohol), sidra;Total;100,00
CIFRAS RELATIVAS;Mujeres;De 35 a 44 años;Cañas de cerveza ( con alcohol), sidra;Cuatro o más días a la semana;10,60
CIFRAS RELATIVAS;Mujeres;De 35 a 44 años;Cañas de cerveza ( con alcohol), sidra;De 1 a 3 días a la semana;33,42
CIFRAS RELATIVAS;Mujeres;De 35 a 44 años;Cañas de cerveza ( con alcohol), sidra;Menos de 1 día a la semana y al menos 1 día al mes;8,07
CIFRAS RELATIVAS;Mujeres;De 35 a 44 años;Cañas de cerveza ( con alcohol), sidra;Menos de 1 día al mes;21,04
CIFRAS RELATIVAS;Mujeres;De 35 a 44 años;Cañas de cerveza ( con alcohol), sidra;No ha consumido este tipo de bebida;26,88
CIFRAS RELATIVAS;Mujeres;De 45 a 54 años;Copas de vino, champagne o cava;Total;100,00
CIFRAS RELATIVAS;Mujeres;De 45 a 54 años;Copas de vino, champagne o cava;Cuatro o más días a la semana;23,74
CIFRAS RELATIVAS;Mujeres;De 45 a 54 años;Copas de vino, champagne o cava;De 1 a 3 días a la semana;22,60
CIFRAS RELATIVAS;Mujeres;De 45 a 54 años;Copas de vino, champagne o cava;Menos de 1 día a la semana y al menos 1 día al mes;8,02
CIFRAS RELATIVAS;Mujeres;De 45 a 54 años;Copas de vino, champagne o cava;Menos de 1 día al mes;24,71
CIFRAS RELATIVAS;Mujeres;De 45 a 54 años;Copas de vino, champagne o cava;No ha consumido este tipo de bebida;20,93
CIFRAS RELATIVAS;Mujeres;De 45 a 54 años;Cañas de cerveza ( con alcohol), sidra;Total;100,00
CIFRAS RELATIVAS;Mujeres;De 45 a 54 años;Cañas de cerveza ( con alcohol), sidra;Cuatro o más días a la semana;12,22
CIFRAS RELATIVAS;Mujeres;De 45 a 54 años;Cañas de cerveza ( con alcohol), sidra;De 1 a 3 días a la semana;25,50
CIFRAS RELATIVAS;Mujeres;De 45 a 54 años;Cañas de cerveza ( con alcohol), sidra;Menos de 1 día a la semana y al menos 1 día al mes;7,10
CIFRAS RELATIVAS;Mujeres;De 45 a 54 años;Cañas de cerveza ( con alcohol), sidra;Menos de 1 día al mes;22,20
CIFRAS RELATIVAS;Mujeres;De 45 a 54 años;Cañas de cerveza ( con alcohol), sidra;No ha consumido este tipo de bebida;32,97
CIFRAS RELATIVAS;Mujeres;De 55 a 64 años;Copas de vino, champagne o cava;Total;100,00
CIFRAS RELATIVAS;Mujeres;De 55 a 64 años;Copas de vino, champagne o cava;Cuatro o más días a la semana;28,59
CIFRAS RELATIVAS;Mujeres;De 55 a 64 años;Copas de vino, champagne o cava;De 1 a 3 días a la semana;20,80
CIFRAS RELATIVAS;Mujeres;De 55 a 64 años;Copas de vino, champagne o cava;Menos de 1 día a la semana y al menos 1 día al mes;6,60
CIFRAS RELATIVAS;Mujeres;De 55 a 64 años;Copas de vino, champagne o cava;Menos de 1 día al mes;30,68
CIFRAS RELATIVAS;Mujeres;De 55 a 64 años;Copas de vino, champagne o cava;No ha consumido este tipo de bebida;13,34
CIFRAS RELATIVAS;Mujeres;De 55 a 64 años;Cañas de cerveza ( con alcohol), sidra;Total;100,00
CIFRAS RELATIVAS;Mujeres;De 55 a 64 años;Cañas de cerveza ( con alcohol), sidra;Cuatro o más días a la semana;5,06
CIFRAS RELATIVAS;Mujeres;De 55 a 64 años;Cañas de cerveza ( con alcohol), sidra;De 1 a 3 días a la semana;18,27
CIFRAS RELATIVAS;Mujeres;De 55 a 64 años;Cañas de cerveza ( con alcohol), sidra;Menos de 1 día a la semana y al menos 1 día al mes;8,10
CIFRAS RELATIVAS;Mujeres;De 55 a 64 años;Cañas de cerveza ( con alcohol), sidra;Menos de 1 día al mes;23,63
CIFRAS RELATIVAS;Mujeres;De 55 a 64 años;Cañas de cerveza ( con alcohol), sidra;No ha consumido este tipo de bebida;44,95
CIFRAS RELATIVAS;Mujeres;De 65 a 74 años;Copas de vino, champagne o cava;Total;100,00
CIFRAS RELATIVAS;Mujeres;De 65 a 74 años;Copas de vino, champagne o cava;Cuatro o más días a la semana;41,44
CIFRAS RELATIVAS;Mujeres;De 65 a 74 años;Copas de vino, champagne o cava;De 1 a 3 días a la semana;11,32
CIFRAS RELATIVAS;Mujeres;De 65 a 74 años;Copas de vino, champagne o cava;Menos de 1 día a la semana y al menos 1 día al mes;7,20
CIFRAS RELATIVAS;Mujeres;De 65 a 74 años;Copas de vino, champagne o cava;Menos de 1 día al mes;28,14
CIFRAS RELATIVAS;Mujeres;De 65 a 74 años;Copas de vino, champagne o cava;No ha consumido este tipo de bebida;11,90
CIFRAS RELATIVAS;Mujeres;De 65 a 74 años;Cañas de cerveza ( con alcohol), sidra;Total;100,00
CIFRAS RELATIVAS;Mujeres;De 65 a 74 años;Cañas de cerveza ( con alcohol), sidra;Cuatro o más días a la semana;5,28
CIFRAS RELATIVAS;Mujeres;De 65 a 74 años;Cañas de cerveza ( con alcohol), sidra;De 1 a 3 días a la semana;10,05
CIFRAS RELATIVAS;Mujeres;De 65 a 74 años;Cañas de cerveza ( con alcohol), sidra;Menos de 1 día a la semana y al menos 1 día al mes;3,68
CIFRAS RELATIVAS;Mujeres;De 65 a 74 años;Cañas de cerveza ( con alcohol), sidra;Menos de 1 día al mes;24,16
CIFRAS RELATIVAS;Mujeres;De 65 a 74 años;Cañas de cerveza ( con alcohol), sidra;No ha consumido este tipo de bebida;56,82
CIFRAS RELATIVAS;Mujeres;De 75 y más años;Copas de vino, champagne o cava;Total;100,00
CIFRAS RELATIVAS;Mujeres;De 75 y más años;Copas de vino, champagne o cava;Cuatro o más días a la semana;46,32
CIFRAS RELATIVAS;Mujeres;De 75 y más años;Copas de vino, champagne o cava;De 1 a 3 días a la semana;12,54
CIFRAS RELATIVAS;Mujeres;De 75 y más años;Copas de vino, champagne o cava;Menos de 1 día a la semana y al menos 1 día al mes;5,13
CIFRAS RELATIVAS;Mujeres;De 75 y más años;Copas de vino, champagne o cava;Menos de 1 día al mes;28,70
CIFRAS RELATIVAS;Mujeres;De 75 y más años;Copas de vino, champagne o cava;No ha consumido este tipo de bebida;7,32
CIFRAS RELATIVAS;Mujeres;De 75 y más años;Cañas de cerveza ( con alcohol), sidra;Total;100,00
CIFRAS RELATIVAS;Mujeres;De 75 y más años;Cañas de cerveza ( con alcohol), sidra;Cuatro o más días a la semana;5,03
CIFRAS RELATIVAS;Mujeres;De 75 y más años;Cañas de cerveza ( con alcohol), sidra;De 1 a 3 días a la semana;5,57
CIFRAS RELATIVAS;Mujeres;De 75 y más años;Cañas de cerveza ( con alcohol), sidra;Menos de 1 día a la semana y al menos 1 día al mes;5,92
CIFRAS RELATIVAS;Mujeres;De 75 y más años;Cañas de cerveza ( con alcohol), sidra;Menos de 1 día al mes;19,94
CIFRAS RELATIVAS;Mujeres;De 75 y más años;Cañas de cerveza ( con alcohol), sidra;No ha consumido este tipo de bebida;63,55
